feature,importance
item_types_student-id,0.0005512035338948928
"item_types_book,bottle,glasses",0.0005267028531935336
item_types_iPad,0.0005125874437118158
"item_types_keys,mouse",0.0005043897517949801
"item_types_paper,watch",0.0004900755171630235
"item_types_charging-cable,keys",0.0004773696398992702
"item_types_mouse,wallet",0.0004756339478085635
"item_types_book,wallet",0.0004551379333987393
"item_types_iPad,laptop,watch",0.0004265902937367452
"item_types_phone,student-id",0.0004245479258159744
"item_types_mouse,student-id",0.00039328676821500416
"item_types_book,keys",0.0003859987668652751
"item_types_mouse,paper",0.0003806540193277011
"item_types_earphones,paper,pen",0.0003739929240263988
"item_types_bag,student-id",0.0003619514831445968
"item_types_bag,phone",0.00035263840770765286
"item_types_keys,laptop",0.00034038287034563293
"item_types_wallet,watch",0.0003348021579486708
"item_types_glasses,mouse,pen",0.0003246312511153064
"item_types_iPad,laptop",0.0003223230989078553
"item_types_bottle,watch",0.0003204189703971606
"item_types_book,earphones,paper",0.0003153289026451205
"item_types_iPad,phone,student-id",0.00029900826014622647
"item_types_charging-cable,paper,pen",0.0002930262348602827
"item_types_bag,wallet",0.0002886695312334466
"item_types_keys,mouse,paper",0.00026436474252675943
"item_types_bag,iPad",0.00025303529746664244
"item_types_glasses,pen,wallet",0.000251354433764354
"item_types_charging-cable,mouse,pen",0.0002442784186436165
"item_types_phone,wallet",0.0002430523503794844
"item_types_book,laptop",0.00023842703468694712
"item_types_iPad,keys,paper",0.00023623229274361864
"item_types_laptop,phone",0.00022662446015095806
"item_types_iPad,mouse,phone",0.0002199654246068433
"item_types_keys,wallet",0.0002082743881657233
"item_types_keys,student-id",0.0002013396468696778
"item_types_laptop,student-id",0.0002002994303041983
"item_types_mouse,pen",0.00019741816828394105
"item_types_charging-cable,mouse,paper",0.00019651135653398546
"item_types_student-id,watch",0.00018547346400133032
"item_types_bottle,laptop",0.00017781156265985162
"item_types_charging-cable,earphones,phone",0.0001772727541840088
"item_types_book,earphones,iPad",0.00017151279142660873
"item_types_book,keys,wallet,watch",0.0001680241343450492
"item_types_earphones,watch",0.00016661301399708054
"item_types_book,student-id",0.00015957477278743284
"item_types_book,charging-cable,student-id",0.00015952291350976265
"item_types_charging-cable,phone",0.0001589156354761151
"item_types_glasses,iPad",0.0001561533421625561
"item_types_bag,watch",0.0001551664748580729
"item_types_bag,bottle,phone",0.00015432875310308357
"item_types_book,charging-cable,pen",0.0001540543187051004
"item_types_book,paper,wallet",0.00015346011348429828
"item_types_keys,paper,pen,phone",0.0001531847490842585
"item_types_glasses,student-id",0.00015203114737428124
"item_types_bag,earphones,mouse,student-id",0.0001492330946436676
"item_types_earphones,mouse",0.00014663394453009375
"item_types_earphones,keys",0.00014405311874440181
"item_types_charging-cable,earphones,glasses",0.00013404354097811978
"item_types_book,charging-cable,earphones",0.00013182400806535313
"item_types_charging-cable,student-id",0.0001300842086456424
"item_types_charging-cable,pen,wallet",0.00012981847149915102
"item_types_bag,earphones",0.00012976813382190727
"item_types_keys,paper,wallet",0.0001289994848970585
"item_types_bag,keys,watch",0.000128672892796954
"item_types_charging-cable,laptop",0.00012842431488752196
"item_types_bag,book",0.00012751005332448302
"item_types_charging-cable,glasses,watch",0.0001247363135815583
"item_types_bag,iPad,watch",0.00012031367668433041
"item_types_charging-cable,keys,mouse,pen",0.00011870937515846692
"item_types_book,charging-cable,keys",0.00011693524892654755
"item_types_bottle,charging-cable,paper,wallet",0.00011591204518847084
"item_types_book,bottle,earphones",0.00011454649385774329
"item_types_glasses,phone,student-id,wallet",0.00011255238587669755
"item_types_laptop,mouse,student-id",0.00011122723721027875
"item_types_paper,student-id,watch",0.00010988702624687074
"item_types_bag,laptop",0.00010909386180122235
"item_types_bag,charging-cable,laptop",0.00010897431292962221
"item_types_earphones,iPad",0.00010771260830514339
"item_types_bottle,glasses,watch",0.00010747577260501642
"item_types_bottle,charging-cable,mouse,pen",0.00010644575274279018
"item_types_bottle,earphones",0.00010587876110878261
"item_types_earphones,mouse,paper,pen",0.00010566921077836513
"item_types_book,charging-cable,keys,watch",0.00010560268583997656
"item_types_book,glasses,wallet",0.00010497387782063461
"item_types_bag,bottle,paper",0.00010486840003726056
"item_types_charging-cable,iPad",0.00010486547893183028
"item_types_bottle,glasses,student-id",0.00010473776157366592
"item_types_bottle,charging-cable,mouse",0.00010430676450916865
"item_types_charging-cable,keys,mouse",0.00010326692259807272
"item_types_earphones,keys,wallet",0.00010282590453865947
"item_types_glasses,pen,watch",0.00010168292269513068
"item_types_earphones,phone",0.00010036620172405465
"item_types_charging-cable,glasses,mouse",9.882968799051517e-05
"item_types_charging-cable,watch",9.87358728743296e-05
"item_types_charging-cable,mouse,wallet",9.82373501525503e-05
"item_types_book,pen,wallet",9.764111153685483e-05
"item_types_book,earphones,glasses",9.614544180173762e-05
"item_types_earphones,laptop,student-id",9.571860343604796e-05
"item_types_iPad,watch",9.530215614454099e-05
"item_types_bag,bottle,student-id",9.381383035412163e-05
"item_types_iPad,laptop,mouse",9.315173666952882e-05
"item_types_bottle,student-id",9.234570594303882e-05
"item_types_book,bottle,mouse,phone",9.176156461520086e-05
"item_types_keys,watch",9.171271374863672e-05
"item_types_charging-cable,glasses,student-id",9.06831981200494e-05
"item_types_glasses,watch",9.053239170841118e-05
"item_types_bottle,earphones,mouse",9.025015853425395e-05
"item_types_book,bottle,laptop",9.017043470478921e-05
"item_types_bag,paper,wallet,watch",8.970008671757957e-05
"item_types_glasses,paper,pen",8.957677994583151e-05
"item_types_bag,charging-cable",8.93569790591485e-05
"item_types_earphones,glasses,iPad",8.757565622081769e-05
"item_types_bottle,keys,phone",8.668138820755942e-05
"item_types_book,earphones,pen",8.65702720284733e-05
"item_types_book,glasses,mouse",8.650142074212569e-05
"item_types_bag,book,glasses",8.64960006104159e-05
"item_types_mouse,phone",8.643697309518936e-05
"item_types_bag,glasses",8.595636095730696e-05
"item_types_earphones,pen,watch",8.518482665708953e-05
"item_types_bottle,glasses,iPad",8.46232823067774e-05
"item_types_student-id,wallet",8.436497821317216e-05
"item_types_bottle,paper,watch",8.354559539247634e-05
"item_types_charging-cable,keys,pen",8.349664747055355e-05
"item_types_glasses,mouse,student-id",8.328082803212375e-05
"item_types_book,earphones,wallet",8.251650700375e-05
"item_types_bottle,iPad,wallet",8.212411171984148e-05
"item_types_earphones,glasses,pen",8.13374138507693e-05
"item_types_charging-cable,earphones,mouse,pen",8.10243311788414e-05
"item_types_book,mouse,wallet",8.06155936835917e-05
"item_types_keys,pen,student-id",8.041204800070847e-05
"item_types_glasses,phone",8.012713489804683e-05
"item_types_bag,earphones,student-id",8.007332245677851e-05
"item_types_bag,pen,wallet",7.953273277285811e-05
"item_types_book,keys,paper",7.941348413247577e-05
"item_types_glasses,keys,mouse",7.930505427562268e-05
"item_types_laptop,wallet",7.926353167306226e-05
"item_types_bag,charging-cable,phone",7.89805843485756e-05
"item_types_bag,book,earphones",7.852024455967763e-05
"item_types_bag,bottle",7.818576902714577e-05
"item_types_iPad,mouse,watch",7.758045708284267e-05
"item_types_phone,watch",7.664326901397743e-05
"item_types_pen,phone,wallet,watch",7.555594250386845e-05
"item_types_keys,mouse,pen",7.481824253589897e-05
"item_types_book,keys,mouse",7.475241864818993e-05
"item_types_bag,glasses,keys",7.420757465423773e-05
"item_types_bag,iPad,phone",7.339598039759813e-05
"item_types_keys,laptop,pen",7.326655223602243e-05
"item_types_book,watch",7.323830058858955e-05
"item_types_bottle,phone",7.277870794241114e-05
"item_types_iPad,keys",7.265203929814981e-05
"item_types_iPad,keys,student-id,wallet",7.217768537402539e-05
"item_types_bottle,phone,student-id",6.88829378041411e-05
"item_types_glasses,keys,pen",6.878901516616941e-05
"item_types_bottle,charging-cable,watch",6.840198969431828e-05
"item_types_bag,paper",6.784517518862492e-05
"item_types_iPad,wallet",6.78355533931958e-05
"item_types_bottle,keys",6.729253611055941e-05
"item_types_earphones,pen,student-id",6.719579913427662e-05
"item_types_paper,wallet,watch",6.69069107944581e-05
"item_types_keys,paper,student-id",6.681770602568576e-05
"item_types_phone,student-id,wallet",6.660692138518333e-05
"item_types_book,keys,mouse,pen",6.618310026047355e-05
"item_types_glasses,mouse,paper",6.493502498225033e-05
"item_types_iPad,mouse",6.466727062758277e-05
"item_types_bottle,charging-cable,iPad",6.415964519232043e-05
"item_types_laptop,pen",6.38728434751487e-05
"item_types_earphones,pen,phone",6.38478835298096e-05
"item_types_book,laptop,student-id",6.357176532574472e-05
"item_types_bag,paper,student-id",6.327855777794651e-05
"item_types_mouse,paper,wallet",6.324537973473986e-05
"item_types_bag,keys,pen",6.314158002641132e-05
"item_types_glasses,keys,watch",6.245529705618415e-05
"item_types_iPad,pen",6.155530914725396e-05
"item_types_book,charging-cable,glasses",6.085549256416838e-05
"item_types_book,keys,paper,wallet",6.080655789981875e-05
"item_types_book,phone",6.0672729667344874e-05
"item_types_bag,keys,phone,watch",6.055043614096762e-05
"item_types_bottle,charging-cable,phone",6.0100745933395195e-05
"item_types_bag,laptop,mouse",5.8820470661064975e-05
"item_types_earphones,iPad,paper,phone",5.873314240525697e-05
"item_types_bottle,wallet",5.86836121448135e-05
"item_types_bag,charging-cable,laptop,watch",5.815422265487381e-05
"item_types_glasses,phone,watch",5.806660287727497e-05
"item_types_mouse,watch",5.7733023844199284e-05
"item_types_earphones,student-id",5.7404142518570595e-05
"item_types_charging-cable,earphones,paper",5.7386036458026786e-05
"item_types_earphones,laptop,wallet",5.677938921376886e-05
"item_types_earphones,iPad,keys,pen",5.6459355788172154e-05
"item_types_charging-cable,mouse,paper,wallet",5.617129312789311e-05
"item_types_charging-cable,laptop,paper",5.541568490267277e-05
"item_types_iPad,keys,student-id",5.535918035296895e-05
"item_types_glasses,student-id,watch",5.510282006403746e-05
"item_types_charging-cable,earphones,keys",5.5059420232343975e-05
"item_types_glasses,paper,wallet",5.491236156421387e-05
"item_types_glasses,keys,wallet",5.473854931825036e-05
"item_types_book,charging-cable,watch",5.46845081848745e-05
"item_types_bag,iPad,pen",5.4543656044771774e-05
"item_types_bag,earphones,phone,student-id",5.451851213584212e-05
"item_types_charging-cable,keys,wallet,watch",5.438591691486537e-05
"item_types_bottle,phone,watch",5.4305178962552706e-05
"item_types_book,mouse,pen",5.3854607345702854e-05
"item_types_bag,keys,paper",5.376442891556602e-05
"item_types_pen,phone",5.3447911295116007e-05
"item_types_bottle,earphones,iPad,pen",5.3349097064436885e-05
"item_types_paper,phone",5.323679842918054e-05
"item_types_glasses,laptop,student-id",5.2614371443527894e-05
"item_types_keys,pen,wallet",5.2462287788241344e-05
"item_types_charging-cable,glasses,laptop",5.221078053968468e-05
"item_types_glasses,laptop",5.099765228348921e-05
"item_types_bag,book,paper,student-id",5.092900350804849e-05
"item_types_bottle,iPad",5.077462558970372e-05
"item_types_pen,student-id",4.984501186385039e-05
"item_types_bag,book,keys,laptop",4.982012957288388e-05
"item_types_bottle,laptop,student-id",4.9610133120559126e-05
"item_types_book,bottle,glasses,watch",4.9581953424706025e-05
"item_types_laptop,mouse",4.921857207368201e-05
"item_types_glasses,phone,student-id",4.916574234005568e-05
"item_types_keys,laptop,wallet",4.877975208924077e-05
"item_types_earphones,mouse,student-id",4.8609626804568584e-05
"item_types_bag,mouse",4.8575536744278724e-05
"item_types_book,charging-cable,wallet",4.8332986882160306e-05
"item_types_bag,bottle,charging-cable",4.8187873554926886e-05
"item_types_bag,charging-cable,earphones,keys",4.8086471531585994e-05
"item_types_earphones,mouse,paper",4.803075397897775e-05
"item_types_bag,phone,watch",4.773497112019096e-05
"item_types_charging-cable,earphones,pen",4.765127299685785e-05
"item_types_iPad,mouse,wallet",4.761415402580637e-05
"item_types_bottle,laptop,watch",4.7518182616099415e-05
"item_types_bag,pen,phone,watch",4.7418042813372184e-05
"item_types_keys,pen,phone",4.698321289015791e-05
"item_types_iPad,student-id,watch",4.666998287112344e-05
"item_types_bag,bottle,keys",4.584820673108303e-05
"item_types_bag,bottle,keys,watch",4.5820204924286495e-05
"item_types_book,phone,watch",4.551071661138451e-05
"item_types_bag,book,iPad",4.543078536220901e-05
"item_types_paper,student-id",4.527692590300567e-05
"item_types_book,mouse,student-id,wallet",4.509558652187197e-05
"item_types_earphones,iPad,mouse",4.5092965504254476e-05
"item_types_book,laptop,mouse,paper",4.4782973549600425e-05
"item_types_bottle,glasses,paper",4.4639990790318534e-05
"item_types_bag,earphones,mouse",4.4565440981356646e-05
"item_types_bottle,glasses,mouse",4.446403908119733e-05
"item_types_earphones,wallet",4.442981621006543e-05
"item_types_paper,pen,watch",4.43763509381731e-05
"item_types_earphones,mouse,wallet,watch",4.423860247033462e-05
"item_types_iPad,student-id,wallet,watch",4.42314473055999e-05
"item_types_glasses,mouse,phone",4.422967109505056e-05
"item_types_book,keys,laptop,phone",4.399881325025514e-05
"item_types_bag,pen,phone,student-id",4.38587667484825e-05
"item_types_bottle,keys,mouse",4.374544969246576e-05
"item_types_earphones,laptop,watch",4.340791001312097e-05
"item_types_earphones,laptop",4.3254947158636044e-05
"item_types_iPad,keys,laptop",4.316335856539407e-05
"item_types_book,glasses,laptop",4.308220915810131e-05
"item_types_bottle,charging-cable,paper",4.3039248175149104e-05
"item_types_charging-cable,mouse,phone,watch",4.3019239193639826e-05
"item_types_bag,mouse,student-id",4.297584192911583e-05
"item_types_bottle,earphones,laptop",4.286012303804737e-05
"item_types_bag,earphones,keys",4.240709224377354e-05
"item_types_earphones,glasses,watch",4.235666465169957e-05
"item_types_laptop,paper",4.2318398363876985e-05
"item_types_charging-cable,iPad,wallet",4.216539609237726e-05
"item_types_charging-cable,phone,wallet",4.207308574273953e-05
"item_types_charging-cable,keys,paper",4.167896007527025e-05
"item_types_charging-cable,earphones,glasses,mouse",4.157395185795472e-05
"item_types_bottle,laptop,pen",4.148368485244702e-05
"item_types_glasses,paper,student-id",4.144064278884272e-05
"item_types_bottle,charging-cable,glasses",4.1053295523150996e-05
"item_types_charging-cable,glasses,iPad,student-id",4.0864785722209775e-05
"item_types_earphones,mouse,pen",4.059968974594371e-05
"item_types_book,earphones,keys",4.0099666047923815e-05
"item_types_bag,book,mouse",4.007842303799649e-05
"item_types_book,bottle,pen",4.000578826560597e-05
"item_types_iPad,mouse,student-id",4.0005119724697076e-05
"item_types_pen,watch",3.9858506788613127e-05
"item_types_charging-cable,earphones,glasses,paper",3.983454136306195e-05
"item_types_iPad,mouse,paper,wallet",3.982482226443063e-05
"item_types_book,phone,student-id",3.944461270332414e-05
"item_types_bag,glasses,paper",3.931314110929552e-05
"item_types_keys,laptop,phone,watch",3.898119989940199e-05
"item_types_laptop,paper,watch",3.870106731641136e-05
"item_types_book,charging-cable,laptop",3.857532711263264e-05
"item_types_earphones,glasses,iPad,paper",3.8185668824304026e-05
"item_types_bottle,earphones,wallet",3.798948196542759e-05
"item_types_book,keys,laptop",3.7667744238173914e-05
"item_types_charging-cable,iPad,laptop",3.76108644230793e-05
"item_types_bottle,phone,wallet",3.7467227284170785e-05
"item_types_keys,laptop,mouse",3.726433006616987e-05
"item_types_iPad,paper",3.7179565821105834e-05
"item_types_iPad,pen,watch",3.7140932915116666e-05
"item_types_charging-cable,student-id,watch",3.710485737177294e-05
"item_types_book,laptop,wallet",3.691231935687257e-05
"item_types_bag,charging-cable,mouse",3.6778569774332424e-05
"item_types_bottle,charging-cable,student-id",3.660821534091065e-05
"item_types_bottle,glasses,mouse,paper",3.659186275407611e-05
"item_types_book,mouse,phone",3.656309311804183e-05
"item_types_bag,charging-cable,paper,wallet",3.617623485696766e-05
"item_types_bag,bottle,wallet",3.6163651138330374e-05
"item_types_earphones,keys,pen",3.614745323695119e-05
"item_types_book,earphones,laptop,wallet",3.6132891875222234e-05
"item_types_iPad,mouse,phone,student-id",3.611710242044668e-05
"item_types_mouse,phone,watch",3.602907912852644e-05
"item_types_keys,pen,watch",3.5939615445693346e-05
"item_types_bottle,charging-cable,laptop",3.5875890460360034e-05
"item_types_iPad,phone",3.5865764799177205e-05
"item_types_charging-cable,glasses,phone,watch",3.572909088463318e-05
"item_types_bottle,charging-cable,keys,pen",3.559102811747602e-05
"item_types_book,laptop,phone",3.519974698099917e-05
"item_types_paper,pen,wallet",3.519772976078167e-05
"item_types_bag,charging-cable,wallet",3.512314024348822e-05
"item_types_paper,phone,watch",3.4993179038742926e-05
"item_types_iPad,pen,phone",3.4946509958797325e-05
"item_types_charging-cable,iPad,laptop,paper",3.4733143481433265e-05
"item_types_iPad,student-id",3.4601623713678906e-05
"item_types_bag,glasses,mouse",3.444492320459614e-05
"item_types_book,iPad,paper",3.4371460870727276e-05
"item_types_mouse,pen,wallet",3.42986195802841e-05
"item_types_book,earphones,mouse",3.393326513882066e-05
"item_types_book,charging-cable,earphones,glasses",3.3846798271989906e-05
"item_types_laptop,phone,wallet",3.376549708142229e-05
"item_types_book,paper,pen,wallet",3.374933689013692e-05
"item_types_bag,charging-cable,glasses",3.367256426428031e-05
"item_types_book,glasses,laptop,wallet",3.3637277873950124e-05
"item_types_book,glasses,keys,wallet",3.356427554757712e-05
"item_types_earphones,pen,wallet,watch",3.3487169453127846e-05
"item_types_keys,laptop,student-id",3.340605059021261e-05
"item_types_bag,keys,wallet",3.327072761943275e-05
"item_types_bag,bottle,glasses,phone",3.301166258693171e-05
"item_types_bottle,glasses,wallet",3.2859444733428115e-05
"item_types_earphones,iPad,phone,wallet",3.283128391402241e-05
"item_types_bag,bottle,watch",3.270873195537194e-05
"item_types_bottle,iPad,keys",3.2634828983813845e-05
"item_types_bag,glasses,iPad",3.24455162238692e-05
"item_types_earphones,glasses,laptop,phone",3.243443433106937e-05
"item_types_book,keys,wallet",3.2422489719223285e-05
"item_types_bag,keys",3.229043458730559e-05
"item_types_iPad,keys,pen",3.2256553714866714e-05
"item_types_iPad,laptop,phone",3.179132344540177e-05
"item_types_bag,iPad,student-id",3.167222100723754e-05
"item_types_bag,mouse,phone,wallet",3.1519725102507904e-05
"item_types_book,bottle,paper,phone",3.1375014646356444e-05
"item_types_earphones,paper,watch",3.098836678777412e-05
"item_types_bag,earphones,mouse,paper",3.093933476631123e-05
"item_types_earphones,keys,mouse,paper",3.087263292481095e-05
"item_types_bag,pen",3.0870656433806205e-05
"item_types_earphones,laptop,phone,watch",3.086358682767505e-05
"item_types_book,charging-cable,earphones,mouse",3.085046305074013e-05
"item_types_book,charging-cable,mouse",3.0816400402617533e-05
"item_types_book,bottle,wallet",3.071310790978427e-05
"item_types_glasses,mouse,student-id,watch",3.0712272524381744e-05
"item_types_glasses,laptop,mouse",3.068218273388162e-05
"item_types_keys,laptop,paper,student-id",3.060428327289154e-05
"item_types_iPad,laptop,paper,pen",3.050143914375605e-05
"item_types_earphones,laptop,mouse,watch",3.0495766197070673e-05
"item_types_bag,student-id,watch",3.0239155109115906e-05
"item_types_bag,earphones,glasses,phone",3.0098714320845366e-05
"item_types_bag,earphones,keys,laptop",3.003878104677983e-05
"item_types_paper,phone,student-id",2.9794216944481493e-05
"item_types_book,bottle,charging-cable,laptop",2.9773470474153262e-05
"item_types_bag,glasses,laptop",2.9702257785874117e-05
"item_types_book,iPad,laptop,pen",2.9567599585062372e-05
"item_types_book,iPad",2.9529655907498496e-05
"item_types_bottle,keys,phone,watch",2.9375738569270147e-05
"item_types_iPad,mouse,pen",2.9305888680689348e-05
"item_types_bottle,laptop,mouse,phone",2.9088554406548675e-05
"item_types_keys,phone",2.9069024726352658e-05
"item_types_keys,laptop,watch",2.9066003488661287e-05
"item_types_charging-cable,glasses,wallet",2.8874655075722286e-05
"item_types_bottle,charging-cable,pen",2.875635134889255e-05
"item_types_charging-cable,glasses,laptop,paper",2.8420025629508426e-05
"item_types_bottle,paper,pen",2.82150621656066e-05
"item_types_iPad,paper,phone",2.815685420790442e-05
"item_types_bottle,laptop,phone",2.801908037169607e-05
"item_types_book,iPad,keys",2.7946388337660412e-05
"item_types_glasses,keys,paper",2.7867510080487376e-05
"item_types_keys,mouse,student-id",2.7732225786069174e-05
"item_types_mouse,pen,phone,student-id",2.7721597107701643e-05
"item_types_book,iPad,mouse,wallet",2.7718335986276484e-05
"item_types_glasses,iPad,paper,wallet",2.7714756455563685e-05
"item_types_bottle,iPad,paper",2.7692706325092946e-05
"item_types_earphones,mouse,watch",2.762706061950309e-05
"item_types_earphones,glasses,keys,pen",2.755576249686993e-05
"item_types_bottle,student-id,wallet,watch",2.7308757217530947e-05
"item_types_charging-cable,paper,watch",2.7151359004145888e-05
"item_types_charging-cable,phone,student-id,wallet",2.68972104962045e-05
"item_types_glasses,mouse,student-id,wallet",2.6874103439549966e-05
"item_types_charging-cable,pen,phone",2.685340545000489e-05
"item_types_bag,paper,student-id,watch",2.6712832294558676e-05
"item_types_bottle,earphones,phone",2.6643087445642502e-05
"item_types_glasses,mouse,wallet",2.6627432207430304e-05
"item_types_book,bottle,earphones,phone",2.638821516053092e-05
"item_types_bag,paper,wallet",2.6323895034022684e-05
"item_types_mouse,paper,pen,phone",2.616793144399963e-05
"item_types_laptop,mouse,watch",2.600184625654598e-05
"item_types_glasses,keys,paper,phone",2.5965498625845023e-05
"item_types_bag,bottle,earphones,glasses",2.59636496605036e-05
"item_types_book,bottle,paper",2.5963211947976973e-05
"item_types_bag,earphones,glasses",2.592125171469532e-05
"item_types_bottle,pen,watch",2.587002033868846e-05
"item_types_bottle,earphones,keys,laptop",2.58428930676089e-05
"item_types_book,mouse,paper",2.5803808681316508e-05
"item_types_charging-cable,earphones,keys,student-id",2.577872881688562e-05
"item_types_bottle,keys,pen",2.575517787875148e-05
"item_types_bag,paper,pen",2.5695561070897052e-05
"item_types_bottle,charging-cable,student-id,watch",2.5490005950827337e-05
"item_types_earphones,glasses,student-id,watch",2.5437999679598457e-05
"item_types_earphones,iPad,paper",2.536975628974681e-05
"item_types_bottle,keys,paper,phone",2.517808383132279e-05
"item_types_bag,book,paper",2.4763126171711957e-05
"item_types_bag,earphones,glasses,paper",2.4749196214937144e-05
"item_types_bag,glasses,mouse,wallet",2.4721742465890868e-05
"item_types_glasses,laptop,phone,student-id",2.468714197022011e-05
"item_types_keys,mouse,phone",2.4678195497358573e-05
"item_types_earphones,glasses,phone",2.4625116617712336e-05
"item_types_bottle,glasses,laptop,phone",2.460016317745145e-05
"item_types_iPad,keys,laptop,watch",2.427225793024032e-05
"item_types_keys,laptop,student-id,wallet",2.4258737799367198e-05
"item_types_bag,mouse,pen",2.422445495783301e-05
"item_types_bottle,keys,watch",2.421580990245228e-05
"item_types_bottle,earphones,iPad,phone",2.4144691412470376e-05
"item_types_glasses,laptop,watch",2.411904317996305e-05
"item_types_iPad,phone,watch",2.410724808452752e-05
"item_types_iPad,wallet,watch",2.389613930937985e-05
"item_types_bag,pen,watch",2.3779616709999055e-05
"item_types_laptop,phone,student-id,watch",2.373375495887957e-05
"item_types_bottle,earphones,keys,pen",2.370701955889739e-05
"item_types_earphones,iPad,pen,wallet",2.3613074509005945e-05
"item_types_bag,glasses,paper,pen",2.3598607653227178e-05
"item_types_bag,pen,phone",2.345703105298019e-05
"item_types_bag,laptop,phone",2.339828579828223e-05
"item_types_bag,charging-cable,earphones,iPad",2.328924323264618e-05
"item_types_bottle,charging-cable,laptop,watch",2.3190002022421496e-05
"item_types_glasses,paper,phone,wallet",2.3087052426316558e-05
"item_types_earphones,glasses,paper,watch",2.3067268536523836e-05
"item_types_earphones,paper,wallet",2.3037300304410743e-05
"item_types_bottle,earphones,laptop,wallet",2.3023799695082797e-05
"item_types_charging-cable,paper,student-id,watch",2.2964584449556784e-05
"item_types_earphones,iPad,paper,student-id",2.294814393169635e-05
"item_types_book,earphones,keys,wallet",2.278339247899736e-05
"item_types_charging-cable,glasses,phone",2.2706467094035738e-05
"item_types_charging-cable,iPad,paper,student-id",2.2702992095260216e-05
"item_types_bottle,mouse,pen,student-id",2.2614663565459003e-05
"item_types_iPad,paper,pen,watch",2.2610782494118843e-05
"item_types_book,wallet,watch",2.2509017079563296e-05
"item_types_bottle,laptop,paper",2.2478295971259014e-05
"item_types_bag,mouse,watch",2.2363376758157163e-05
"item_types_book,laptop,paper,wallet",2.230487405143241e-05
"item_types_keys,phone,watch",2.228218284469258e-05
"item_types_iPad,mouse,student-id,wallet",2.2251019968198618e-05
"item_types_charging-cable,iPad,paper",2.2198380982929313e-05
"item_types_earphones,keys,phone",2.2172876001177793e-05
"item_types_charging-cable,keys,phone",2.2081762308216206e-05
"item_types_bag,earphones,pen,wallet",2.1990658542886544e-05
"item_types_iPad,pen,student-id",2.1987634119984852e-05
"item_types_book,charging-cable,laptop,paper",2.1909341069222764e-05
"item_types_bottle,mouse,paper",2.169808710348906e-05
"item_types_book,iPad,pen",2.163127563537882e-05
"item_types_bag,book,wallet",2.1575571347787003e-05
"item_types_charging-cable,glasses,keys,paper",2.1556315328156095e-05
"item_types_bag,iPad,wallet",2.15509103220085e-05
"item_types_book,laptop,pen",2.153208431956438e-05
"item_types_bottle,paper,student-id",2.152091600889117e-05
"item_types_charging-cable,keys,watch",2.138711837072521e-05
"item_types_charging-cable,iPad,laptop,mouse",2.1370547123780648e-05
"item_types_bag,book,glasses,keys",2.1304972334602965e-05
"item_types_book,keys,pen",2.1173390821220163e-05
"item_types_charging-cable,earphones,mouse,phone",2.1164050529743742e-05
"item_types_mouse,paper,watch",2.1157427686770487e-05
